date,subsystem,description,results_csv,scenario,before_p50_ms,before_p95_ms,before_p99_ms,after_p50_ms,after_p95_ms,after_p99_ms,improvement_p50_pct,improvement_p95_pct,improvement_p99_pct
2026-04-09,soroban-env,cache ContractCostParams across bridge calls,/home/devbox/apply-load/optimized-20260409-161747/results.csv,"sac,TX=6400,T=1",849.1417980000006,1062.5721716500098,1113.409576150015,753.6974384999994,840.5127655499996,870.2189076300066,11.24,20.90,21.84
2026-04-09,soroban-env,cache ContractCostParams across bridge calls,/home/devbox/apply-load/optimized-20260409-161747/results.csv,"sac,TX=6400,T=8",701.0578109999988,794.9946560000054,863.8092717100018,612.4365544999991,677.5092003499957,699.3635484699988,12.64,14.78,19.04
2026-04-09,soroban-env,cache ContractCostParams across bridge calls,/home/devbox/apply-load/optimized-20260409-161747/results.csv,"custom_token,TX=3000,T=1",637.6251175000016,705.559077849992,737.4295497699973,573.5961089999996,629.8321298999923,656.08650911,10.04,10.73,11.03
2026-04-09,soroban-env,cache ContractCostParams across bridge calls,/home/devbox/apply-load/optimized-20260409-161747/results.csv,"custom_token,TX=3000,T=8",470.53085699999974,526.1822453499993,543.4274833499935,429.82848199999717,482.732872999995,530.7019804700047,8.65,8.26,2.34
2026-04-09,soroban-env,cache ContractCostParams across bridge calls,/home/devbox/apply-load/optimized-20260409-161747/results.csv,"soroswap,TX=1600,T=1",713.3363224999994,796.7220478999992,827.9568796100009,698.5367705000012,790.5503531499955,861.7794679599994,2.07,0.77,-4.09
2026-04-09,soroban-env,cache ContractCostParams across bridge calls,/home/devbox/apply-load/optimized-20260409-161747/results.csv,"soroswap,TX=1600,T=8",453.0849540000004,504.61856034999977,517.0251530800003,400.98717999999644,457.76406309999965,489.4852547699993,11.50,9.29,5.33
